"Notes"	"Gender"	"Gender Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"Male"	"M"	"45-49 years"	"45-49"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	497	Not Applicable	Not Applicable
	"Male"	"M"	"45-49 years"	"45-49"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	793	Not Applicable	Not Applicable
	"Male"	"M"	"45-49 years"	"45-49"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	778	Not Applicable	Not Applicable
	"Male"	"M"	"50-54 years"	"50-54"	"#Septicemia (A40-A41)"	"GR113-010"	1370	Not Applicable	Not Applicable
	"Male"	"M"	"50-54 years"	"50-54"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	22432	Not Applicable	Not Applicable
	"Male"	"M"	"50-54 years"	"50-54"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	4145	Not Applicable	Not Applicable
	"Male"	"M"	"50-54 years"	"50-54"	"#Alzheimer disease (G30)"	"GR113-052"	56	Not Applicable	Not Applicable
	"Male"	"M"	"50-54 years"	"50-54"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	25034	Not Applicable	Not Applicable
	"Male"	"M"	"50-54 years"	"50-54"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	3124	Not Applicable	Not Applicable
	"Male"	"M"	"50-54 years"	"50-54"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	1168	Not Applicable	Not Applicable
	"Male"	"M"	"50-54 years"	"50-54"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2317	Not Applicable	Not Applicable
	"Male"	"M"	"50-54 years"	"50-54"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	906	Not Applicable	Not Applicable
	"Male"	"M"	"50-54 years"	"50-54"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	1326	Not Applicable	Not Applicable
	"Male"	"M"	"50-54 years"	"50-54"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	1105	Not Applicable	Not Applicable
	"Male"	"M"	"55-59 years"	"55-59"	"#Septicemia (A40-A41)"	"GR113-010"	2237	Not Applicable	Not Applicable
	"Male"	"M"	"55-59 years"	"55-59"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	42926	Not Applicable	Not Applicable
	"Male"	"M"	"55-59 years"	"55-59"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	6165	Not Applicable	Not Applicable
	"Male"	"M"	"55-59 years"	"55-59"	"#Alzheimer disease (G30)"	"GR113-052"	175	Not Applicable	Not Applicable
	"Male"	"M"	"55-59 years"	"55-59"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	39420	Not Applicable	Not Applicable
	"Male"	"M"	"55-59 years"	"55-59"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	4880	Not Applicable	Not Applicable
	"Male"	"M"	"55-59 years"	"55-59"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	1959	Not Applicable	Not Applicable
	"Male"	"M"	"55-59 years"	"55-59"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	5672	Not Applicable	Not Applicable
	"Male"	"M"	"55-59 years"	"55-59"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	1687	Not Applicable	Not Applicable
	"Male"	"M"	"55-59 years"	"55-59"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	2188	Not Applicable	Not Applicable
	"Male"	"M"	"55-59 years"	"55-59"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	1454	Not Applicable	Not Applicable
	"Male"	"M"	"60-64 years "	"60-64"	"#Septicemia (A40-A41)"	"GR113-010"	2955	Not Applicable	Not Applicable
	"Male"	"M"	"60-64 years "	"60-64"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	62023	Not Applicable	Not Applicable
	"Male"	"M"	"60-64 years "	"60-64"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	8427	Not Applicable	Not Applicable
	"Male"	"M"	"60-64 years "	"60-64"	"#Alzheimer disease (G30)"	"GR113-052"	576	Not Applicable	Not Applicable
	"Male"	"M"	"60-64 years "	"60-64"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	51235	Not Applicable	Not Applicable
	"Male"	"M"	"60-64 years "	"60-64"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	7024	Not Applicable	Not Applicable
	"Male"	"M"	"60-64 years "	"60-64"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	2757	Not Applicable	Not Applicable
	"Male"	"M"	"60-64 years "	"60-64"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	10052	Not Applicable	Not Applicable
	"Male"	"M"	"60-64 years "	"60-64"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	2432	Not Applicable	Not Applicable
	"Male"	"M"	"60-64 years "	"60-64"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	3202	Not Applicable	Not Applicable
	"Male"	"M"	"60-64 years "	"60-64"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	1728	Not Applicable	Not Applicable
	"Male"	"M"	"65-69 years"	"65-69"	"#Septicemia (A40-A41)"	"GR113-010"	3582	Not Applicable	Not Applicable
	"Male"	"M"	"65-69 years"	"65-69"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	75484	Not Applicable	Not Applicable
	"Male"	"M"	"65-69 years"	"65-69"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	9884	Not Applicable	Not Applicable
	"Male"	"M"	"65-69 years"	"65-69"	"#Alzheimer disease (G30)"	"GR113-052"	1369	Not Applicable	Not Applicable
	"Male"	"M"	"65-69 years"	"65-69"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	58214	Not Applicable	Not Applicable
	"Male"	"M"	"65-69 years"	"65-69"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	8667	Not Applicable	Not Applicable
	"Male"	"M"	"65-69 years"	"65-69"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	3446	Not Applicable	Not Applicable
	"Male"	"M"	"65-69 years"	"65-69"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	14445	Not Applicable	Not Applicable
	"Male"	"M"	"65-69 years"	"65-69"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	3661	Not Applicable	Not Applicable
	"Male"	"M"	"65-69 years"	"65-69"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	4128	Not Applicable	Not Applicable
	"Male"	"M"	"65-69 years"	"65-69"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	1750	Not Applicable	Not Applicable
	"Male"	"M"	"70-74 years"	"70-74"	"#Septicemia (A40-A41)"	"GR113-010"	3856	Not Applicable	Not Applicable
	"Male"	"M"	"70-74 years"	"70-74"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	77628	Not Applicable	Not Applicable
	"Male"	"M"	"70-74 years"	"70-74"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	9830	Not Applicable	Not Applicable
	"Male"	"M"	"70-74 years"	"70-74"	"#Alzheimer disease (G30)"	"GR113-052"	3206	Not Applicable	Not Applicable
	"Male"	"M"	"70-74 years"	"70-74"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	60809	Not Applicable	Not Applicable
	"Male"	"M"	"70-74 years"	"70-74"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	10744	Not Applicable	Not Applicable
	"Male"	"M"	"70-74 years"	"70-74"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	4021	Not Applicable	Not Applicable
	"Male"	"M"	"70-74 years"	"70-74"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	18888	Not Applicable	Not Applicable
	"Male"	"M"	"70-74 years"	"70-74"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	4928	Not Applicable	Not Applicable
	"Male"	"M"	"70-74 years"	"70-74"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	4934	Not Applicable	Not Applicable
	"Male"	"M"	"70-74 years"	"70-74"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	1648	Not Applicable	Not Applicable
	"Male"	"M"	"75-79 years"	"75-79"	"#Septicemia (A40-A41)"	"GR113-010"	4055	Not Applicable	Not Applicable
	"Male"	"M"	"75-79 years"	"75-79"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	72166	Not Applicable	Not Applicable
	"Male"	"M"	"75-79 years"	"75-79"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	9248	Not Applicable	Not Applicable
	"Male"	"M"	"75-79 years"	"75-79"	"#Alzheimer disease (G30)"	"GR113-052"	6872	Not Applicable	Not Applicable
	"Male"	"M"	"75-79 years"	"75-79"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	63917	Not Applicable	Not Applicable
	"Male"	"M"	"75-79 years"	"75-79"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	12831	Not Applicable	Not Applicable
	"Male"	"M"	"75-79 years"	"75-79"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	5020	Not Applicable	Not Applicable
	"Male"	"M"	"75-79 years"	"75-79"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	20474	Not Applicable	Not Applicable
	"Male"	"M"	"75-79 years"	"75-79"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	5410	Not Applicable	Not Applicable
	"Male"	"M"	"75-79 years"	"75-79"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	5567	Not Applicable	Not Applicable
	"Male"	"M"	"75-79 years"	"75-79"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	1714	Not Applicable	Not Applicable
	"Male"	"M"	"80-84 years"	"80-84"	"#Septicemia (A40-A41)"	"GR113-010"	4137	Not Applicable	Not Applicable
	"Male"	"M"	"80-84 years"	"80-84"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	64880	Not Applicable	Not Applicable
	"Male"	"M"	"80-84 years"	"80-84"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	8409	Not Applicable	Not Applicable
	"Male"	"M"	"80-84 years"	"80-84"	"#Alzheimer disease (G30)"	"GR113-052"	11839	Not Applicable	Not Applicable
	"Male"	"M"	"80-84 years"	"80-84"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	71985	Not Applicable	Not Applicable
	"Male"	"M"	"80-84 years"	"80-84"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	15270	Not Applicable	Not Applicable
	"Male"	"M"	"80-84 years"	"80-84"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	5950	Not Applicable	Not Applicable
	"Male"	"M"	"80-84 years"	"80-84"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	19815	Not Applicable	Not Applicable
	"Male"	"M"	"80-84 years"	"80-84"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	5428	Not Applicable	Not Applicable
	"Male"	"M"	"80-84 years"	"80-84"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	6411	Not Applicable	Not Applicable
	"Male"	"M"	"80-84 years"	"80-84"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	2091	Not Applicable	Not Applicable
	"Male"	"M"	"85-89 years"	"85-89"	"#Septicemia (A40-A41)"	"GR113-010"	3955	Not Applicable	Not Applicable
	"Male"	"M"	"85-89 years"	"85-89"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	49741	Not Applicable	Not Applicable
	"Male"	"M"	"85-89 years"	"85-89"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	6831	Not Applicable	Not Applicable
	"Male"	"M"	"85-89 years"	"85-89"	"#Alzheimer disease (G30)"	"GR113-052"	15868	Not Applicable	Not Applicable
	"Male"	"M"	"85-89 years"	"85-89"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	78932	Not Applicable	Not Applicable
	"Male"	"M"	"85-89 years"	"85-89"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	16164	Not Applicable	Not Applicable
	"Male"	"M"	"85-89 years"	"85-89"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	6940	Not Applicable	Not Applicable
	"Male"	"M"	"85-89 years"	"85-89"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	17275	Not Applicable	Not Applicable
	"Male"	"M"	"85-89 years"	"85-89"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	4826	Not Applicable	Not Applicable
	"Male"	"M"	"85-89 years"	"85-89"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	6612	Not Applicable	Not Applicable
	"Male"	"M"	"85-89 years"	"85-89"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	2505	Not Applicable	Not Applicable
	"Male"	"M"	"90-94 years"	"90-94"	"#Septicemia (A40-A41)"	"GR113-010"	2389	Not Applicable	Not Applicable
	"Male"	"M"	"90-94 years"	"90-94"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	25008	Not Applicable	Not Applicable
	"Male"	"M"	"90-94 years"	"90-94"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	3677	Not Applicable	Not Applicable
	"Male"	"M"	"90-94 years"	"90-94"	"#Alzheimer disease (G30)"	"GR113-052"	12488	Not Applicable	Not Applicable
	"Male"	"M"	"90-94 years"	"90-94"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	59507	Not Applicable	Not Applicable
	"Male"	"M"	"90-94 years"	"90-94"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	11201	Not Applicable	Not Applicable
	"Male"	"M"	"90-94 years"	"90-94"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	5528	Not Applicable	Not Applicable
	"Male"	"M"	"90-94 years"	"90-94"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	9905	Not Applicable	Not Applicable
	"Male"	"M"	"90-94 years"	"90-94"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	2667	Not Applicable	Not Applicable
	"Male"	"M"	"90-94 years"	"90-94"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	4481	Not Applicable	Not Applicable
	"Male"	"M"	"90-94 years"	"90-94"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	2299	Not Applicable	Not Applicable
	"Male"	"M"	"95-99 years"	"95-99"	"#Septicemia (A40-A41)"	"GR113-010"	749	Not Applicable	Not Applicable
	"Male"	"M"	"95-99 years"	"95-99"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	5898	Not Applicable	Not Applicable
	"Male"	"M"	"95-99 years"	"95-99"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	947	Not Applicable	Not Applicable
	"Male"	"M"	"95-99 years"	"95-99"	"#Alzheimer disease (G30)"	"GR113-052"	4167	Not Applicable	Not Applicable
	"Male"	"M"	"95-99 years"	"95-99"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	21292	Not Applicable	Not Applicable
	"Male"	"M"	"95-99 years"	"95-99"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	3825	Not Applicable	Not Applicable
	"Male"	"M"	"95-99 years"	"95-99"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	2220	Not Applicable	Not Applicable
	"Male"	"M"	"95-99 years"	"95-99"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2743	Not Applicable	Not Applicable
	"Male"	"M"	"95-99 years"	"95-99"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	682	Not Applicable	Not Applicable
	"Male"	"M"	"95-99 years"	"95-99"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	1469	Not Applicable	Not Applicable
	"Male"	"M"	"95-99 years"	"95-99"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	1047	Not Applicable	Not Applicable
	"Male"	"M"	"100+ years"	"100+"	"#Septicemia (A40-A41)"	"GR113-010"	87	Not Applicable	Not Applicable
	"Male"	"M"	"100+ years"	"100+"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	542	Not Applicable	Not Applicable
	"Male"	"M"	"100+ years"	"100+"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	96	Not Applicable	Not Applicable
	"Male"	"M"	"100+ years"	"100+"	"#Alzheimer disease (G30)"	"GR113-052"	545	Not Applicable	Not Applicable
	"Male"	"M"	"100+ years"	"100+"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	3088	Not Applicable	Not Applicable
	"Male"	"M"	"100+ years"	"100+"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	525	Not Applicable	Not Applicable
	"Male"	"M"	"100+ years"	"100+"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	354	Not Applicable	Not Applicable
	"Male"	"M"	"100+ years"	"100+"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	321	Not Applicable	Not Applicable
	"Male"	"M"	"100+ years"	"100+"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	103	Not Applicable	Not Applicable
	"Male"	"M"	"100+ years"	"100+"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	216	Not Applicable	Not Applicable
	"Male"	"M"	"100+ years"	"100+"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	292	Not Applicable	Not Applicable
	"Male"	"M"	"Not Stated"	"NS"	"#Septicemia (A40-A41)"	"GR113-010"	3	Not Applicable	Not Applicable
	"Male"	"M"	"Not Stated"	"NS"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	8	Not Applicable	Not Applicable
	"Male"	"M"	"Not Stated"	"NS"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	2	Not Applicable	Not Applicable
	"Male"	"M"	"Not Stated"	"NS"	"#Alzheimer disease (G30)"	"GR113-052"	1	Not Applicable	Not Applicable
	"Male"	"M"	"Not Stated"	"NS"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	43	Not Applicable	Not Applicable
	"Male"	"M"	"Not Stated"	"NS"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	6	Not Applicable	Not Applicable
	"Male"	"M"	"Not Stated"	"NS"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	3	Not Applicable	Not Applicable
	"Male"	"M"	"Not Stated"	"NS"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	9	Not Applicable	Not Applicable
	"Male"	"M"	"Not Stated"	"NS"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	1	Not Applicable	Not Applicable
	"Male"	"M"	"Not Stated"	"NS"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	1	Not Applicable	Not Applicable
	"Male"	"M"	"Not Stated"	"NS"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	30	Not Applicable	Not Applicable
"---"
"Dataset: Underlying Cause of Death, 1999-2018"
"Query Parameters:"
"ICD-10 113 Cause List: #Septicemia (A40-A41); #Malignant neoplasms (C00-C97); #Diabetes mellitus (E10-E14); #Alzheimer disease"
"(G30); #Diseases of heart (I00-I09,I11,I13,I20-I51); #Cerebrovascular diseases (I60-I69); #Influenza and pneumonia (J09-J18);"
"#Chronic lower respiratory diseases (J40-J47); Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98); #Nephritis,"
"nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27); Symptoms, signs and abnormal clinical and laboratory findings, not"
"elsewhere classified (R00-R99)"
"Year/Month: Mar., 2015; Apr., 2015; May, 2015; Jun., 2015; Jul., 2015; Mar., 2016; Apr., 2016; May, 2016; Jun., 2016; Jul.,"
"2016; Mar., 2017; Apr., 2017; May, 2017; Jun., 2017; Jul., 2017; Mar., 2018; Apr., 2018; May, 2018; Jun., 2018; Jul., 2018"
"Group By: Gender; Five-Year Age Groups; ICD-10 113 Cause List"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Sep 12, 2020 10:06:28 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Underlying Cause of Death"
"1999-2018 on CDC WONDER Online Database, released in 2020. Data are from the Multiple Cause of Death Files, 1999-2018, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/ucd-icd10.html on Sep 12, 2020 10:06:28 AM"
"---"
Messages:
"1. Totals and Percent of Total are disabled when data are grouped by 113 or 130 Cause Lists. Check Caveats below for more"
"information."
"---"
Footnotes:
"1. A '#' symbol preceding the label indicates a rankable cause of death. More information."
"---"
Caveats:
"1. Totals and Percent of Total are disabled when data are grouped by a 113 or 130 Cause List because both aggregate and detailed"
"values are displayed in the table. Also be aware that charts and maps containing both aggregate and detail data could be"
"misleading."
"2. Population and rates are labeled 'Not Applicable' when Autopsy, Place of Death, Weekday or Month are grouped by or limited,"
"due to lack of a valid population. More information: http://wonder.cdc.gov/wonder/help/ucd.html#NotApplicableRates."
"3. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Unreliable."
"4. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Not Stated."
"5. Beginning with the 2018 data, changes have been implemented that affect the counts for ICD-10 cause of death codes O00-O99"
"compared to previous practice. In addition, data for the cause of death codes O00-O99 for 2003 through 2017 reflect differences"
"in information available to individual states and probable errors. Caution should be used in interpreting these data. More"
"information can be found at: https://www.cdc.gov/nchs/maternal-mortality/."
